257,22.56,1.13
613,22.66,1.15
970,22.52,1.13
1328,22.52,1.15
1685,22.66,1.11
2042,22.58,1.49
2399,22.58,2.02
2756,22.46,3.78
3113,22.29,8.16
3471,22.13,10.84
3828,21.97,10.83
4186,22.09,10.88
4542,21.97,10.63
4899,22.05,9
5257,22.11,8.12
5614,22.29,7.65
5971,22.29,6.94
6328,22.42,6.47
6685,22.36,6.8
7043,22.23,7.01
7400,22.27,7.92
7757,22.21,8.05
8114,22.29,8.01
8471,22.23,8.01
8828,22.36,8.04
9186,22.11,8.01
9543,22.25,8.05
9901,22.27,8.02
10257,22.15,8.02
10614,22.27,8.02
10972,22.23,8
11329,22.27,7.98
11686,22.19,8.04
12044,22.29,7.97
12400,22.19,7.99
12758,22.19,7.98
13115,22.25,7.96
13472,22.23,7.98
13830,22.19,7.96
14187,22.34,7.98
14544,22.32,7.95
14901,22.29,7.96
15258,22.32,7.98
15616,22.27,7.97
15973,22.36,7.99
16330,22.27,7.95
16688,22.23,7.98
17045,22.27,7.95
17401,22.32,7.93
17759,22.38,7.94
18116,22.32,7.95
18473,22.38,7.92
18831,22.38,7.92
19188,22.46,7.92
19546,22.46,7.92
19902,22.38,7.91
20259,22.42,7.93
20617,22.4,7.92
20974,22.38,7.91
21331,22.34,7.91
21689,22.52,7.9
22045,22.68,7.92
22403,22.52,7.91
22760,22.6,7.89
23117,22.56,7.88
23475,22.62,7.89
23832,22.66,7.91
24189,22.75,7.91
24546,22.68,7.88
24903,22.7,7.86
25261,22.87,7.9
25618,22.79,7.88
25975,22.89,7.88
26333,22.87,7.9
26689,22.99,7.85
27046,23.05,7.86
27404,23.16,7.87
27761,23.22,7.89
28119,23.16,7.87
28476,23.22,7.85
28833,23.34,7.89
29190,23.42,7.86
29547,23.36,7.88
29904,23.42,7.87
30262,23.38,7.87
30619,23.54,7.85
30977,23.54,7.87
31334,23.77,7.84
31690,23.71,7.88
32048,23.77,7.85
32405,23.79,7.84
32762,23.85,7.84
33120,23.93,7.85
33477,23.87,7.85
33835,24.2,7.82
34191,24.16,7.86
34548,24.3,7.82
34906,24.3,7.87
35263,24.34,7.82
35620,24.28,7.84
35978,24.61,7.82
36334,24.63,7.85
36691,24.71,7.84
37049,24.75,7.81
37406,24.84,7.8
37764,24.94,7.81
38121,24.98,7.81
38478,25.1,7.8
38835,25.21,7.8
39192,25.33,7.78
39549,25.35,7.83
39907,25.35,7.81
40264,25.57,7.8
40622,25.63,7.82
40978,25.82,7.77
41335,25.76,7.81
41693,26.04,7.78
42050,26.11,7.76
42407,26.19,7.78
42765,26.31,7.78
43122,26.39,7.78
43480,26.45,7.77
43836,26.54,7.77
44193,26.72,7.8
44551,26.76,7.73
44908,26.84,7.8
45265,27.01,7.76
45623,27.11,7.74
45979,27.27,7.77
46337,27.29,7.78
46694,27.44,7.74
47051,27.62,7.78
47409,27.71,7.76
47766,27.66,7.8
48123,27.79,7.77
48480,28.07,7.76
48837,28.18,7.77
49195,28.3,7.78
49552,28.32,7.75
49909,28.42,7.77
50267,28.5,7.76
50624,28.63,7.76
50980,28.75,7.75
51338,28.87,7.75
51695,28.95,7.76
52052,29.08,7.76
52410,29.24,7.76
52767,29.36,7.77
53125,29.53,7.76
53481,29.65,7.76
53838,29.73,7.75
54196,29.9,7.79
54553,29.96,7.75
54910,30.06,7.72
55268,30.23,7.77
55625,30.47,7.77
55982,30.55,7.77
56339,30.84,7.77
56696,30.74,7.77
57054,30.86,7.75
57411,31.02,7.74
57768,31.05,7.75
58126,31.39,7.78
58482,31.48,7.76
58840,31.72,7.76
59197,31.6,7.76
59554,31.72,7.79
59912,32.01,7.76
60269,32.13,7.76
60626,32.27,7.76
60983,32.4,7.77
61340,32.52,7.77
61698,32.68,7.79
62055,32.81,7.76
62412,32.79,7.73
62770,33.11,7.74
63127,33.2,7.76
63483,33.24,7.74
63841,33.4,7.77
64198,33.52,7.74
64556,33.67,7.78
64913,33.83,7.76
65270,33.83,7.74
65627,34,7.73
65984,34.22,7.77
66341,34.3,7.77
66699,34.59,7.77
67056,34.61,7.76
67414,34.8,7.74
67771,35.25,1.28
68127,35.39,1.2
68485,35.59,1.19
68842,35.76,1.2
69199,35.82,1.17
69557,35.88,1.21
69914,36.13,1.18
70270,36.35,1.22
70628,36.46,1.17
70985,5,1.21
71343,36.74,1.19
71700,36.82,1.2
72057,37.03,1.19
72414,37.23,1.22
72771,37.4,1.19
73128,37.42,1.21
73486,37.64,1.17
73843,37.81,1.2
74201,37.95,1.22
74557,38.24,1.2
74914,38.3,1.21
75272,38.44,1.19
75629,38.55,1.2
75986,38.73,1.22
76344,38.95,1.17
76701,38.98,1.24
77058,39.1,1.19
77415,39.3,1.2
77772,39.53,1.19
78130,39.71,1.22
78487,39.79,1.22
78844,39.92,1.21
79201,40.06,1.21
79558,40.31,1.24
79916,40.43,1.25
80273,40.49,1.2
80630,40.61,1.21
80988,40.8,1.21
81344,41,1.21
81701,41.11,1.19
82059,41.19,1.2
82416,41.41,1.23
82774,41.48,1.22
83131,41.66,1.21
83487,41.76,1.19
83845,41.88,1.21
84202,42.13,1.23
84559,42.17,1.22
84917,42.4,1.21
85274,42.5,1.21
85630,42.58,1.21
85988,42.73,1.22
86345,42.93,1.21
86703,43.03,1.23
87060,43.18,1.2
87417,43.3,1.24
87774,43.38,1.22
88131,43.48,1.19
88488,43.59,1.22
88846,43.75,1.21
89203,43.89,1.21
89561,44,1.22
89917,44.16,1.23
90274,44.36,1.21
90632,44.49,1.24
90989,44.57,1.23
91346,44.79,1.21
91704,44.75,1.22
92060,44.9,1.23
92418,45.02,1.21
92775,45.18,1.2
93132,45.21,1.23
93490,45.33,1.23
93847,45.45,1.24
94203,45.57,1.21
94561,45.64,1.22
94918,45.76,1.22
95276,45.84,1.23
95633,45.98,1.23
95990,46.07,1.2
96347,46.11,1.2
96704,46.27,1.21
97061,46.37,1.21
97419,46.41,1.23
97776,46.54,1.23
98134,46.6,1.23
98491,46.88,1.24
98847,46.88,1.24
99205,46.84,1.21
99562,47.05,1.23
99919,47.11,1.23
100277,47.17,1.22
100634,47.19,1.22
100990,47.4,1.23
101348,47.4,1.23
101705,47.42,1.2
102063,47.48,1.23
102420,47.66,1.22
102777,47.73,1.23
103135,47.75,1.23
103491,47.73,1.24
103848,47.91,1.2
104206,47.93,1.25
104563,48.03,1.21
104921,48.09,1.25
105278,48.01,1.24
105635,48.18,1.24
105993,48.3,1.24
106349,48.3,1.25
106706,48.4,1.23
107064,48.44,1.22
107421,48.54,1.23
107779,48.55,1.24
108136,48.59,1.22
108493,48.71,1.19
108851,48.77,1.23
109208,48.69,1.23
109564,48.81,1.24
109922,48.87,1.2
110279,48.87,1.24
110637,48.89,1.18
110994,48.98,1.2
111351,49,1.23
111709,49,1.24
112066,49.14,1.24
112422,49.06,1.2
112780,49.24,1.23
113137,49.18,1.23
113495,49.26,1.22
113852,49.34,1.24
114209,49.34,1.2
114567,49.43,1.22
114923,49.45,1.21
115280,49.47,1.23
115638,49.47,1.23
115995,49.49,1.23
116353,49.51,1.22
116710,49.51,1.23
117067,49.55,1.22
117425,49.55,1.19
117781,49.49,1.24
118138,49.55,1.26
